Name,Num,By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Marquese Chriss,#0,2016-17 ,PHX,82,21.3,9.2,3.5,7.7,44.9,0.9,2.7,32.1,1.4,2.2,62.4,1.2,3.1,4.2,0.7,1.3,0.8,0.9,3.2,19.1,3,0,-4.6
Devin Booker,#1,2017-18 ,PHX,54,34.5,24.9,8.4,19.5,43.2,2.7,7.1,38.3,5.4,6.1,87.8,0.5,4.0,4.5,4.7,3.6,0.9,0.3,3.1,37.2,4,0,-6.6
Devin Booker,#1,2016-17 ,PHX,78,35.0,22.1,7.8,18.3,42.3,1.9,5.2,36.3,4.7,5.7,83.2,0.6,2.6,3.2,3.4,3.1,0.9,0.3,3.1,31.6,0,0,-2.9
Devin Booker,#1,2015-16 ,PHX,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,2.5,2.6,2.1,0.6,0.3,3.0,21.1,3,0,-4.9
Elfrid Payton,#2,2017-18 ,TOT,63,28.7,12.7,5.2,10.6,49.3,0.5,1.5,32.6,1.7,2.7,64.9,1.0,3.3,4.3,6.2,2.7,1.3,0.3,2.3,29.6,8,2,-7.3
Jared Dudley,#3,2017-18 ,PHX,48,14.3,3.2,1.0,2.5,39.3,0.6,1.7,36.3,0.6,0.7,77.1,0.2,1.8,2.0,1.6,0.6,0.5,0.2,1.8,9.6,0,0,0.0
Jared Dudley,#3,2016-17 ,PHX,64,21.3,6.8,2.5,5.4,45.4,1.2,3.2,37.9,0.7,1.0,66.2,0.5,3.0,3.5,1.9,1.1,0.7,0.3,2.4,15.4,0,0,-0.7
Jared Dudley,#3,2012-13 ,PHX,79,27.5,10.9,4.0,8.5,46.8,1.3,3.4,39.1,1.6,2.1,79.6,1.0,2.1,3.1,2.6,1.3,0.9,0.1,1.6,20.3,1,0,-1.6
Jared Dudley,#3,2011-12 ,PHX,65,31.1,12.7,4.8,9.9,48.5,1.2,3.2,38.3,1.8,2.5,72.6,1.5,3.2,4.6,1.7,1.1,0.8,0.3,1.6,22.8,2,0,1.3
Jared Dudley,#3,2010-11 ,PHX,82,26.1,10.6,3.7,7.7,47.7,1.3,3.1,41.5,2.0,2.7,74.3,1.4,2.5,3.9,1.3,0.9,1.1,0.2,1.7,20.2,2,0,-0.3
Jared Dudley,#3,2009-10 ,PHX,82,24.3,8.2,2.7,6.0,45.9,1.5,3.2,45.8,1.3,1.7,75.4,1.2,2.2,3.4,1.4,0.8,1.0,0.2,2.0,17.2,2,0,2.7
Jared Dudley,#3,2008-09 ,PHX,48,15.2,5.5,1.9,3.9,48.1,0.5,1.4,39.4,1.2,1.7,69.1,1.2,1.9,3.0,0.8,0.7,0.8,0.1,1.4,12.4,1,0,0.9
Tyson Chandler,#4,2017-18 ,PHX,46,25.0,6.5,2.6,4.1,64.7,0.0,0.0,0.0,1.3,2.0,62.4,2.9,6.2,9.1,1.2,1.3,0.3,0.6,2.3,20.7,4,0,-5.3
Tyson Chandler,#4,2016-17 ,PHX,47,27.6,8.4,3.3,4.9,67.1,0.0,0.0,0.0,1.9,2.6,73.4,3.3,8.2,11.5,0.6,1.4,0.7,0.5,2.7,25.4,12,0,-1.6
Tyson Chandler,#4,2015-16 ,PHX,66,24.5,7.2,2.8,4.8,58.3,0.0,0.0,0.0,1.6,2.6,62.0,2.7,6.1,8.7,1.0,1.4,0.5,0.7,2.2,21.3,20,0,-6.0
Tyler Ulis,#8,2017-18 ,PHX,71,23.4,7.8,3.0,7.8,38.8,0.6,2.1,28.8,1.2,1.4,83.2,0.3,1.5,1.8,4.4,1.8,1.0,0.1,1.7,18.0,4,0,-4.5
Tyler Ulis,#8,2016-17 ,PHX,61,18.4,7.3,3.0,7.2,42.1,0.3,1.3,26.6,0.9,1.2,77.5,0.3,1.2,1.6,3.7,1.3,0.8,0.1,1.2,16.0,6,0,-2.3
Shaquille Harrison,#10,2017-18 ,PHX,23,16.7,6.6,2.6,5.4,47.6,0.3,1.1,23.1,1.2,1.7,73.7,0.4,2.3,2.7,2.4,1.0,1.1,0.3,1.8,16.7,1,0,2.0
TJ Warren,#12,2017-18 ,PHX,65,33.0,19.6,8.1,16.4,49.8,0.3,1.4,22.2,3.0,3.9,75.7,1.9,3.2,5.1,1.3,1.3,1.0,0.6,2.3,31.2,6,0,-6.7
TJ Warren,#12,2016-17 ,PHX,66,31.0,14.4,6.1,12.3,49.5,0.4,1.5,26.5,1.8,2.3,77.3,1.9,3.2,5.1,1.1,0.9,1.2,0.6,2.7,26.6,5,0,-4.3
TJ Warren,#12,2015-16 ,PHX,47,22.8,11.0,4.7,9.4,50.1,0.6,1.5,40.0,1.0,1.4,70.3,1.2,1.9,3.1,0.9,0.7,0.8,0.3,2.0,18.8,1,0,-2.4
TJ Warren,#12,2014-15 ,PHX,40,15.4,6.1,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1.0,1.1,2.1,0.6,0.7,0.5,0.2,1.3,11.0,0,0,-2.4
Alan Williams,#15,2017-18 ,PHX,5,14.1,4.0,1.4,3.6,38.9,0.0,0.0,0.0,1.2,1.8,66.7,0.6,3.8,4.4,1.6,1.4,1.0,0.2,2.6,13.9,0,0,0.2
Alan Williams,#15,2016-17 ,PHX,47,15.1,7.4,2.9,5.7,51.7,0.0,0.0,0.0,1.5,2.4,62.5,2.0,4.2,6.2,0.5,0.8,0.6,0.7,2.7,18.5,15,0,0.0
Alan Williams,#15,2015-16 ,PHX,10,6.8,2.9,1.0,2.4,41.7,0.0,0.0,0.0,0.9,1.4,64.3,1.4,2.4,3.8,0.5,0.6,0.4,0.5,1.5,10.3,1,0,0.1
Josh Jackson,#20,2017-18 ,PHX,77,25.4,13.1,5.1,12.1,41.7,0.7,2.8,26.3,2.3,3.6,63.4,1.2,3.3,4.6,1.5,1.9,1.0,0.5,2.8,23.5,5,0,-6.9
Alex Len,#21,2017-18 ,PHX,69,20.2,8.5,3.1,5.5,56.6,0.0,0.0,33.3,2.3,3.3,68.4,2.5,5.0,7.5,1.2,1.1,0.4,0.9,2.3,22.0,12,0,-3.7
Alex Len,#21,2016-17 ,PHX,77,20.3,8.0,3.0,6.0,49.7,0.0,0.2,25.0,1.9,2.7,72.1,2.0,4.6,6.6,0.6,1.3,0.5,1.3,3.1,20.7,11,0,-5.2
Alex Len,#21,2015-16 ,PHX,78,23.3,9.0,3.4,8.0,42.3,0.0,0.1,14.3,2.2,3.1,72.8,2.3,5.3,7.6,1.2,1.9,0.5,0.8,2.9,22.0,19,0,-3.7
Alex Len,#21,2014-15 ,PHX,69,22.0,6.3,2.6,5.1,50.7,0.0,0.0,33.3,1.1,1.5,70.2,2.1,4.5,6.6,0.5,1.1,0.5,1.5,3.1,19.8,10,0,-0.4
Alex Len,#21,2013-14 ,PHX,42,8.6,2.0,0.8,1.9,42.3,0.0,0.0,0.0,0.5,0.7,64.5,0.9,1.4,2.4,0.1,0.6,0.1,0.4,1.6,6.0,0,0,-1.3
Danuel House,#23,2017-18 ,PHX,23,17.5,6.6,2.4,5.6,43.4,0.7,2.5,25.9,1.1,1.3,80.6,0.6,2.7,3.3,1.1,0.5,0.3,0.3,1.0,13.4,0,0,0.8
Alec Peters,#25,2017-18 ,PHX,20,11.2,4.1,1.4,3.7,37.8,0.9,2.9,31.0,0.4,0.5,80.0,0.4,1.5,1.9,0.6,0.2,0.1,0.1,0.7,7.6,0,0,1.8
Troy Daniels,#30,2017-18 ,PHX,79,20.5,8.9,2.9,7.3,40.3,2.3,5.8,40.0,0.7,0.8,87.5,0.2,1.5,1.6,0.6,0.7,0.3,0.1,1.7,12.2,0,0,-5.2
Davon Reed,#32,2017-18 ,PHX,21,11.5,3.0,1.0,3.6,28.9,0.5,1.8,28.9,0.4,0.6,66.7,0.1,1.8,1.9,0.6,0.5,0.5,0.1,0.8,7.4,0,0,-3.6
Dragan Bender,#35,2017-18 ,PHX,82,25.2,6.5,2.3,5.9,38.6,1.4,3.9,36.6,0.5,0.6,76.5,0.5,3.9,4.4,1.6,1.4,0.3,0.6,2.0,15.5,3,0,-5.7
Dragan Bender,#35,2016-17 ,PHX,43,13.3,3.4,1.3,3.7,35.4,0.7,2.3,27.7,0.1,0.3,36.4,0.5,1.9,2.4,0.5,0.7,0.2,0.5,1.7,8.6,1,0,-0.6
Willie Cauley-Stein,#00,2017-18 ,SAC,73,28.0,12.8,5.3,10.6,50.2,0.0,0.2,25.0,2.1,3.4,61.9,1.8,5.2,7.0,2.4,1.5,1.1,0.9,2.5,29.1,12,0,-4.4
Willie Cauley-Stein,#00,2016-17 ,SAC,75,18.9,8.1,3.4,6.4,53.0,0.0,0.0,0.0,1.3,2.0,66.9,1.1,3.4,4.5,1.1,0.9,0.7,0.6,2.0,18.1,8,0,-2.7
Willie Cauley-Stein,#00,2015-16 ,SAC,66,21.4,7.0,2.9,5.1,56.3,0.0,0.0,0.0,1.2,1.9,64.8,2.0,3.3,5.3,0.6,0.7,0.7,1.0,2.2,18.7,3,0,-1.2
De'Aaron Fox,#5,2017-18 ,SAC,73,27.7,11.6,4.5,10.9,41.2,0.6,2.1,30.7,1.9,2.7,72.3,0.5,2.3,2.8,4.4,2.4,1.0,0.3,2.2,22.8,3,0,-5.7
Skal Labissiere,#7,2017-18 ,SAC,60,20.7,8.7,3.4,7.6,44.8,0.3,0.9,35.3,1.6,2.0,80.5,1.7,3.2,4.8,1.2,1.2,0.4,0.8,2.2,18.8,3,0,-2.0
Skal Labissiere,#7,2016-17 ,SAC,33,18.5,8.8,3.5,6.6,53.7,0.1,0.2,37.5,1.6,2.2,70.3,1.5,3.4,4.9,0.8,1.1,0.5,0.4,1.9,17.4,2,0,-1.2
Bogdan Bogdanovic,#8,2017-18 ,SAC,78,27.9,11.8,4.4,9.9,44.6,1.7,4.2,39.2,1.3,1.5,84.0,0.4,2.5,2.9,3.3,1.6,0.9,0.2,2.2,21.9,0,0,-4.6
Iman Shumpert,#9,2017-18 ,CLE,14,19.7,4.4,1.6,4.1,37.9,0.5,1.9,26.9,0.8,1.1,73.3,0.5,2.4,2.9,1.2,1.1,0.6,0.3,1.6,11.4,0,0,2.0
Iman Shumpert,#9,2016-17 ,CLE,76,25.5,7.5,2.6,6.4,41.1,1.2,3.4,36.0,0.9,1.2,78.9,0.5,2.4,2.9,1.4,1.0,0.8,0.4,2.0,15.5,0,0,0.6
Iman Shumpert,#9,2015-16 ,CLE,54,24.4,5.8,2.1,5.6,37.4,0.8,2.7,29.5,0.7,0.9,78.4,0.6,3.2,3.8,1.7,1.1,1.0,0.4,2.2,15.8,1,0,3.4
Iman Shumpert,#9,2014-15 ,CLE,38,24.2,7.2,2.8,6.7,41.0,1.2,3.4,33.8,0.5,0.7,66.7,0.9,2.9,3.8,1.5,1.3,1.3,0.3,1.9,17.7,2,0,4.4
Frank Mason,#10,2017-18 ,SAC,52,18.9,7.9,2.8,7.3,37.9,0.6,1.7,36.0,1.8,2.2,81.7,0.6,1.9,2.5,2.8,1.3,0.7,0.2,1.4,16.5,0,0,-0.7
Vince Carter,#15,2017-18 ,SAC,58,17.7,5.4,2.0,4.9,40.3,1.0,2.8,34.5,0.5,0.6,75.7,0.3,2.2,2.6,1.2,0.6,0.7,0.4,1.7,13.1,0,0,-1.2
Garrett Temple,#17,2017-18 ,SAC,65,24.8,8.4,3.1,7.3,41.8,1.4,3.5,39.2,0.9,1.2,76.9,0.3,2.0,2.3,1.9,1.2,0.9,0.4,2.1,16.7,0,0,-4.1
Garrett Temple,#17,2016-17 ,SAC,65,26.6,7.8,2.8,6.6,42.4,1.3,3.4,37.3,0.9,1.1,78.4,0.5,2.3,2.8,2.6,1.2,1.3,0.4,2.2,19.0,0,0,-2.7
Garrett Temple,#17,2009-10 ,SAC,5,4.6,2.2,0.6,1.6,37.5,0.0,0.4,0.0,1.0,1.0,100,0.2,0.4,0.6,0.4,0.4,0.2,0.0,0.2,3.7,0,0,-0.2
Bruno Caboclo,#22,2017-18 ,TOT,12,8.8,2.2,0.8,2.6,29.0,0.3,1.4,17.6,0.4,0.5,83.3,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,6.3,0,0,0.9
Buddy Hield,#24,2017-18 ,SAC,80,25.3,13.5,5.2,11.7,44.6,2.2,5.1,43.1,0.9,1.0,87.7,0.7,3.2,3.8,1.9,1.6,1.1,0.3,1.9,23.5,0,0,-1.9
Buddy Hield,#24,2016-17 ,SAC,25,29.1,15.1,5.7,11.8,48.0,2.4,5.5,42.8,1.4,1.7,81.4,0.6,3.5,4.1,1.8,2.1,0.8,0.1,1.4,23.2,0,0,-2.5
Justin Jackson,#25,2017-18 ,SAC,68,22.2,6.7,2.7,6.2,44.2,0.8,2.7,30.8,0.4,0.5,72.2,0.4,2.4,2.8,1.1,0.6,0.4,0.2,1.2,12.8,0,0,-3.5
JaKarr Sampson,#29,2017-18 ,SAC,22,15.6,4.7,2.0,3.7,54.3,0.2,0.5,50.0,0.5,0.7,62.5,1.0,2.6,3.5,0.4,0.4,0.4,1.0,2.2,13.3,0,0,0.0
Nigel Hayes,#40,2017-18 ,TOT,9,13.6,3.0,1.2,3.7,33.3,0.4,1.8,25.0,0.1,0.3,33.3,0.4,2.0,2.4,0.7,0.2,0.2,0.3,0.9,8.4,0,0,1.0
Kosta Koufos,#41,2017-18 ,SAC,71,19.6,6.7,3.1,5.5,57.1,0.0,0.0,0.0,0.5,1.0,44.6,2.1,4.5,6.6,1.2,0.7,0.7,0.5,2.1,19.2,6,0,-3.1
Kosta Koufos,#41,2016-17 ,SAC,71,20.0,6.6,3.0,5.5,55.1,0.0,0.0,0.0,0.5,0.9,61.3,1.7,4.0,5.7,0.7,0.9,0.5,0.7,2.4,17.1,4,0,-2.2
Kosta Koufos,#41,2015-16 ,SAC,78,19.0,6.8,3.0,5.7,53.2,0.0,0.0,0.0,0.7,1.3,54.8,2.2,3.3,5.4,0.4,0.6,0.5,0.9,2.4,17.5,5,0,-2.9
Jack Cooley,#45,2017-18 ,SAC,7,12.5,5.7,1.9,3.9,48.1,0.0,0.0,0.0,2.0,2.7,73.7,2.0,2.3,4.3,0.9,0.4,0.1,0.0,1.9,12.1,0,0,-0.6
Zach Randolph,#50,2017-18 ,SAC,59,25.6,14.5,6.1,12.9,47.3,0.9,2.5,34.7,1.4,1.8,78.5,1.6,5.1,6.7,2.2,2.0,0.7,0.2,2.0,26.5,8,0,-6.0
Dennis Smith Jr.,#1,2017-18 ,DAL,69,29.7,15.2,5.9,14.8,39.5,1.5,4.9,31.3,1.9,2.8,69.4,0.7,3.0,3.8,5.2,2.8,1.0,0.3,2.2,28.6,6,1,-4.7
Nerlens Noel,#3,2017-18 ,DAL,30,15.7,4.4,1.8,3.5,52.4,0.0,0.0,0.0,0.7,0.9,75.0,1.6,4.0,5.6,0.7,0.9,1.0,0.7,2.0,16.5,2,0,-4.0
Nerlens Noel,#3,2016-17 ,DAL,22,21.9,8.5,3.5,6.1,57.5,0.0,0.0,0.0,1.5,2.2,70.8,2.1,4.7,6.8,0.9,1.0,1.0,1.1,2.5,23.4,2,0,-0.4
J.J. Barea,#5,2017-18 ,DAL,69,23.2,11.6,4.4,10.0,43.9,1.7,4.5,36.7,1.2,1.5,78.4,0.2,2.7,2.9,6.3,2.1,0.5,0.0,1.2,24.1,6,0,0.3
J.J. Barea,#5,2016-17 ,DAL,35,22.0,10.9,4.1,9.8,41.4,1.5,4.2,35.8,1.3,1.5,86.3,0.3,2.1,2.4,5.5,1.8,0.4,0.0,0.9,21.5,0,0,0.3
J.J. Barea,#5,2015-16 ,DAL,74,22.5,10.9,4.3,9.6,44.6,1.4,3.5,38.5,1.0,1.3,77.1,0.4,1.7,2.1,4.1,1.5,0.4,0.0,1.5,19.1,2,0,-1.0
J.J. Barea,#5,2014-15 ,DAL,77,17.7,7.5,2.9,7.0,42.0,0.7,2.2,32.3,1.0,1.2,80.9,0.3,1.4,1.7,3.4,0.9,0.4,0.0,1.4,15.2,0,0,1.6
J.J. Barea,#5,2010-11 ,DAL,81,20.6,9.5,3.5,8.0,43.9,0.8,2.3,34.9,1.6,1.9,84.7,0.4,1.6,2.0,3.9,1.7,0.4,0.0,1.7,17.2,3,0,1.9
J.J. Barea,#5,2009-10 ,DAL,78,19.8,7.6,3.0,6.8,44.0,0.7,2.0,35.7,1.0,1.2,84.4,0.2,1.7,1.9,3.3,1.3,0.4,0.1,1.5,15.1,1,0,-0.6
J.J. Barea,#5,2008-09 ,DAL,79,20.3,7.8,3.1,7.1,44.2,0.7,1.9,35.7,0.9,1.2,75.3,0.5,1.8,2.2,3.4,1.3,0.5,0.1,1.5,15.9,0,0,0.2
J.J. Barea,#5,2007-08 ,DAL,44,10.4,4.3,1.6,3.9,41.8,0.5,1.2,38.9,0.6,0.8,80.0,0.1,1.0,1.1,1.3,0.8,0.3,0.0,1.1,7.8,0,0,1.2
J.J. Barea,#5,2006-07 ,DAL,33,5.8,2.4,0.8,2.4,35.9,0.2,0.6,28.6,0.5,0.7,66.7,0.2,0.5,0.8,0.7,0.4,0.0,0.0,0.6,4.1,1,0,-1.1
Johnathan Motley,#6,2017-18 ,DAL,11,16.0,8.7,3.6,6.8,53.3,0.1,0.5,16.7,1.4,2.5,53.6,1.3,3.2,4.5,0.6,0.8,0.3,0.2,1.6,15.6,1,0,-1.5
Dwight Powell,#7,2017-18 ,DAL,79,21.2,8.5,3.2,5.4,59.3,0.4,1.1,33.3,1.7,2.3,71.9,1.7,3.9,5.6,1.2,0.7,0.8,0.4,2.4,20.0,5,0,0.1
Dwight Powell,#7,2016-17 ,DAL,77,17.3,6.7,2.5,4.9,51.5,0.3,1.0,28.4,1.4,1.8,75.9,1.2,2.8,4.0,0.6,0.4,0.8,0.5,1.8,15.9,2,0,-2.2
Dwight Powell,#7,2015-16 ,DAL,69,14.4,5.8,2.1,4.3,49.3,0.0,0.2,12.5,1.5,2.1,73.9,1.2,2.7,4.0,0.6,0.6,0.5,0.3,1.7,13.5,3,0,-1.2
Dwight Powell,#7,2014-15 ,DAL,24,9.5,3.4,1.1,2.6,43.5,0.1,0.5,27.3,1.0,1.3,77.4,0.8,1.3,2.0,0.4,0.4,0.3,0.3,1.6,7.6,0,0,0.3
Kyle Collinsworth,#8,2017-18 ,DAL,32,15.0,3.2,1.2,3.1,38.4,0.1,0.5,23.5,0.7,1.3,52.5,1.0,2.3,3.3,1.8,0.8,0.5,0.3,1.4,11.5,1,0,-0.9
Aaron Harrison,#9,2017-18 ,DAL,9,25.9,6.7,2.1,7.7,27.5,1.0,4.8,20.9,1.4,1.9,76.5,0.4,2.2,2.7,1.2,0.3,1.0,0.2,3.0,15.0,0,0,-8.0
Dorian Finney-Smith,#10,2017-18 ,DAL,21,21.3,5.9,2.2,5.8,38.0,1.0,3.2,29.9,0.5,0.7,73.3,1.0,2.5,3.6,1.2,1.0,0.5,0.2,2.0,13.0,1,0,-1.2
Dorian Finney-Smith,#10,2016-17 ,DAL,81,20.3,4.3,1.5,4.1,37.2,0.7,2.4,29.3,0.6,0.8,75.4,0.7,2.1,2.7,0.8,0.6,0.6,0.3,1.5,11.1,0,0,-1.5
Yogi Ferrell,#11,2017-18 ,DAL,82,27.8,10.2,3.8,8.9,42.6,1.6,4.4,37.3,1.0,1.3,79.6,0.3,2.7,3.0,2.5,1.0,0.8,0.1,1.9,19.3,3,0,0.0
Yogi Ferrell,#11,2016-17 ,DAL,36,29.0,11.3,3.9,9.6,41.2,1.7,4.1,40.3,1.8,2.0,87.7,0.4,2.3,2.8,4.3,1.6,1.1,0.2,2.2,23.5,0,0,-2.1
Doug McDermott,#20,2017-18 ,TOT,81,21.8,7.8,2.9,6.3,46.7,1.1,2.7,42.6,0.8,1.0,79.0,0.5,2.0,2.5,1.0,0.7,0.2,0.2,1.5,12.8,0,0,-0.4
Doug McDermott,#20,2016-17 ,TOT,66,22.8,9.0,3.4,7.5,44.7,1.2,3.2,37.0,1.1,1.3,84.5,0.3,2.4,2.7,0.9,0.6,0.2,0.1,1.2,13.8,1,0,-0.4
Jalen Jones,#21,2017-18 ,TOT,16,11.3,4.6,1.6,4.3,38.2,0.6,1.6,38.5,0.8,1.2,63.2,0.8,1.6,2.4,0.3,0.4,0.3,0.1,1.4,8.5,0,0,-2.1
Wesley Matthews,#23,2017-18 ,DAL,63,33.8,12.7,4.5,11.1,40.6,2.4,6.4,38.1,1.3,1.6,82.2,0.4,2.7,3.1,2.7,1.3,1.2,0.3,2.2,23.7,0,0,-5.1
Wesley Matthews,#23,2016-17 ,DAL,73,34.2,13.5,4.6,11.6,39.3,2.4,6.6,36.3,2.0,2.5,81.6,0.2,3.3,3.5,2.9,1.4,1.1,0.2,2.2,24.5,0,0,-2.7
Wesley Matthews,#23,2015-16 ,DAL,78,33.9,12.5,4.2,10.9,38.8,2.4,6.7,36.0,1.6,1.9,86.3,0.3,2.7,3.1,1.9,1.0,1.0,0.2,2.3,21.7,0,0,1.3
Seth Curry,#30,2016-17 ,DAL,70,29.0,12.8,4.8,10.0,48.1,2.0,4.6,42.5,1.2,1.4,85.0,0.4,2.2,2.6,2.7,1.3,1.1,0.1,1.8,22.3,1,0,-0.5
Harrison Barnes,#40,2017-18 ,DAL,77,34.2,18.9,7.0,15.7,44.5,1.5,4.3,35.7,3.4,4.1,82.7,1.0,5.1,6.1,2.0,1.5,0.6,0.2,1.2,30.0,8,0,-4.2
Harrison Barnes,#40,2016-17 ,DAL,79,35.5,19.2,7.6,16.2,46.8,1.0,2.8,35.1,3.1,3.6,86.1,1.2,3.8,5.0,1.5,1.3,0.8,0.2,1.6,29.1,1,0,-1.7
Dirk Nowitzki,#41,2017-18 ,DAL,77,24.7,12.0,4.5,9.8,45.6,1.8,4.4,40.9,1.3,1.4,89.8,0.3,5.4,5.7,1.6,0.7,0.6,0.6,1.9,24.0,5,0,-0.7
Dirk Nowitzki,#41,2016-17 ,DAL,54,26.4,14.2,5.5,12.6,43.7,1.5,3.9,37.8,1.8,2.1,87.5,0.4,6.1,6.5,1.5,0.9,0.6,0.7,2.1,27.2,8,0,-0.3
Dirk Nowitzki,#41,2015-16 ,DAL,75,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,0.7,5.8,6.5,1.8,1.1,0.7,0.7,2.1,31.8,10,0,3.4
Dirk Nowitzki,#41,2014-15 ,DAL,77,29.6,17.3,6.3,13.8,45.9,1.4,3.6,38.0,3.3,3.8,88.2,0.6,5.4,5.9,1.9,1.1,0.5,0.4,2.1,29.0,6,0,3.1
Dirk Nowitzki,#41,2013-14 ,DAL,80,32.9,21.7,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,0.5,5.7,6.2,2.7,1.5,0.9,0.6,2.1,36.2,6,0,4.0
Dirk Nowitzki,#41,2012-13 ,DAL,53,31.3,17.3,6.5,13.7,47.1,1.2,3.0,41.4,3.1,3.6,86.0,0.7,6.2,6.8,2.5,1.3,0.7,0.7,1.8,32.2,6,0,1.1
Dirk Nowitzki,#41,2011-12 ,DAL,62,33.5,21.6,7.6,16.7,45.7,1.3,3.4,36.8,5.1,5.7,89.6,0.7,6.0,6.7,2.2,1.9,0.7,0.5,2.1,34.6,11,0,4.2
Dirk Nowitzki,#41,2010-11 ,DAL,73,34.3,23.0,8.4,16.2,51.7,0.9,2.3,39.3,5.4,6.1,89.2,0.7,6.3,7.0,2.6,1.9,0.5,0.6,2.4,37.0,16,0,7.4
Dirk Nowitzki,#41,2009-10 ,DAL,81,37.5,25.0,8.9,18.5,48.1,0.6,1.5,42.1,6.6,7.2,91.5,1.0,6.7,7.7,2.7,1.8,0.9,1.0,2.6,41.9,19,1,4.3
Dirk Nowitzki,#41,2008-09 ,DAL,81,37.7,25.9,9.6,20.0,47.9,0.8,2.1,35.9,6.0,6.7,89.0,1.1,7.3,8.4,2.4,1.9,0.8,0.8,2.2,42.2,26,0,3.0
Dirk Nowitzki,#41,2007-08 ,DAL,77,36.0,23.6,8.2,17.1,47.9,1.0,2.9,35.9,6.2,7.1,87.9,1.2,7.3,8.6,3.5,2.1,0.7,0.9,2.6,41.7,25,1,6.3
Dirk Nowitzki,#41,2006-07 ,DAL,78,36.2,24.6,8.6,17.2,50.2,0.9,2.2,41.6,6.4,7.1,90.4,1.6,7.3,8.9,3.4,2.1,0.7,0.8,2.2,42.5,41,0,8.0
Dirk Nowitzki,#41,2005-06 ,DAL,81,38.1,26.6,9.3,19.3,48.0,1.4,3.3,40.6,6.7,7.4,90.1,1.4,7.6,9.0,2.8,1.9,0.7,1.0,2.0,44.8,35,0,6.3
Dirk Nowitzki,#41,2004-05 ,DAL,78,38.8,26.1,8.5,18.5,45.9,1.2,2.9,39.9,7.9,9.1,86.9,1.2,8.5,9.7,3.1,2.3,1.2,1.5,2.8,48.4,37,0,7.5
Dirk Nowitzki,#41,2003-04 ,DAL,77,37.9,21.8,7.9,17.0,46.2,1.3,3.8,34.1,4.8,5.5,87.7,1.2,7.5,8.7,2.7,1.8,1.2,1.4,2.8,42.2,31,0,5.3
Dirk Nowitzki,#41,2002-03 ,DAL,80,39.0,25.1,8.6,18.6,46.3,1.9,4.9,37.9,6.0,6.9,88.1,1.0,8.9,9.9,3.0,1.9,1.4,1.0,2.6,46.8,41,0,9.7
Dirk Nowitzki,#41,2001-02 ,DAL,76,38.0,23.4,7.9,16.6,47.7,1.8,4.6,39.7,5.8,6.8,85.3,1.6,8.4,9.9,2.4,1.9,1.1,1.0,2.9,43.4,38,0,5.4
Dirk Nowitzki,#41,2000-01 ,DAL,82,38.1,21.8,7.2,15.2,47.4,1.8,4.8,38.7,5.5,6.6,83.8,1.5,7.7,9.2,2.1,1.9,1.0,1.2,3.0,40.6,38,0,6.5
Dirk Nowitzki,#41,1999-00 ,DAL,82,35.9,17.5,6.3,13.6,46.1,1.4,3.7,37.9,3.5,4.2,83.0,1.2,5.2,6.5,2.5,1.7,0.8,0.8,3.1,32.1,9,0,1.1
Dirk Nowitzki,#41,1998-99 ,DAL,47,20.4,8.2,2.9,7.1,40.6,0.3,1.4,20.6,2.1,2.7,77.3,0.9,2.6,3.4,1.0,1.6,0.6,0.6,2.2,15.8,2,0,-0.4
Maxi Kleber,#42,2017-18 ,DAL,72,16.8,5.4,2.1,4.3,48.9,0.6,1.8,31.3,0.6,0.8,74.6,1.0,2.3,3.3,0.7,0.4,0.4,0.7,1.6,12.9,1,0,-1.8
Salah Mejri,#50,2017-18 ,DAL,61,11.9,3.5,1.4,2.2,64.2,0.0,0.0,0.0,0.6,1.1,57.6,1.4,2.6,4.0,0.6,0.6,0.4,1.1,2.0,12.9,1,0,0.3
Salah Mejri,#50,2016-17 ,DAL,73,12.4,2.9,1.2,1.9,64.2,0.0,0.0,33.3,0.5,0.8,59.0,1.3,2.9,4.2,0.2,0.5,0.4,0.8,2.1,11.5,1,0,-0.2
Salah Mejri,#50,2015-16 ,DAL,34,11.7,3.7,1.4,2.3,62.8,0.0,0.0,0.0,0.8,1.4,58.7,1.2,2.4,3.6,0.3,0.7,0.2,1.1,1.6,11.7,3,0,1.2
